2.823423550473758148e+00,5.825437644628839867e-02,1.635513393319190989e+00,5.841974587618727899e-01,8.275404096447220095e-03,1.832473652835642897e+00,7.789773581683028247e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.821592031907379351e+03,6.000171211535615612e+02
2.673968885570286780e+00,1.273364789776793016e-01,1.789307921275895108e+00,1.320353480885184894e+00,4.522238860159457155e-03,9.650144324121860961e-01,4.509141358789101051e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.248111176365026949e+03,5.953505011130275761e+02
2.699175968669271786e+00,8.709570026706300871e-02,1.757046059733353038e+00,1.097676545328245989e+00,3.205759102020457052e-03,1.244248290769623955e+00,5.601743477226018841e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.838764303001576991e+03,6.052806606484811027e+02
2.905861201944309968e+00,8.929213475961741975e-02,1.584002195672393087e+00,1.151334703212703037e+00,1.082083153208347921e-02,1.072871932996017019e+00,5.114857385004177859e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.925203966333271637e+03,5.567579965006400471e+02
2.704059345179642193e+00,6.680233520046295614e-02,1.699591998822171046e+00,1.600124524648371072e+00,2.197266507444415110e-02,8.516749379938046705e-01,3.742333532083064740e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.381701113886359963e+03,5.505719624423750247e+02
2.675608944676648004e+00,9.973671942841950966e-02,1.832267303228565902e+00,1.234421293618676030e+00,7.226154604388350389e-03,1.013642515548716094e+00,4.798813278309794761e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.907769178171177828e+03,5.608591686289673817e+02
2.706700000000000106e+00,9.089999999999999469e-02,1.793449999999999989e+00,1.392099999999999893e+00,4.499999999999999660e-03,9.110500000000000265e-01,4.237404413635413869e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.854162698210860981e+03,5.219235215364785745e+02
2.686199999999999921e+00,8.494999999999999774e-02,1.793400000000000105e+00,1.312100000000000044e+00,3.899999999999999821e-03,1.019300000000000095e+00,4.660575409372086919e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.145737848334549199e+03,5.330786502677423186e+02
2.656000000000000139e+00,1.580000000000000016e-01,1.860000000000000098e+00,1.433999999999999941e+00,7.000000000000000146e-03,7.039999999999999591e-01,3.555088725722885257e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.874100581170306668e+03,6.728813719304179131e+02
2.773768248543687864e+00,8.203887322399609772e-02,1.666765378250965046e+00,1.130777098542768977e+00,5.471094339858701208e-03,1.283463731711562028e+00,5.604999163111606952e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.848635495703842935e+03,5.860045691625941799e+02
2.646798668074560101e+00,1.379599404890025915e-01,1.849281763856641891e+00,1.077674957792891908e+00,7.610685140121616413e-03,1.196211450307381963e+00,5.549983993191087706e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.573488758080507978e+03,6.117351753208979517e+02
2.683237645564882978e+00,2.263635170673908015e-01,1.522990681944945024e+00,1.591656855762382916e+00,1.251712715917466072e-02,8.345535720600094631e-01,3.707268123665177217e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.264405193721252090e+03,8.102857931246746830e+02
2.669542345327633903e+00,1.792083343372491977e-01,1.720704867448737074e+00,1.295347262298014890e+00,2.707058795664961034e-03,9.519280003877067520e-01,4.522680782036879732e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.291601643856276496e+03,6.699892989781892538e+02
2.702049999999999841e+00,1.385500000000000065e-01,1.731749999999999901e+00,1.196849999999999969e+00,1.714999999999999858e-02,1.043849999999999945e+00,4.949393007693286828e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.243827077397308130e+03,6.299039779762745184e+02
2.688467389999007029e+00,1.282658721309078986e-01,1.723307966208448061e+00,1.124449381377107038e+00,1.436350881057690994e-02,1.175924552512165988e+00,5.402365622878742002e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.037190878038593837e+03,6.448488652054616068e+02
2.708073819166247898e+00,8.400364270776558562e-02,1.795679558122551089e+00,1.666450995376542066e+00,2.646535160157198040e-03,6.030010900761640924e-01,2.890507705128353977e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.903575777784944876e+03,5.518512718869332048e+02
2.764654712013240090e+00,1.110671608866915933e-01,1.590423629361847890e+00,1.187113605073939038e+00,2.009304007913325155e-02,1.160920273258736035e+00,5.235380954912733920e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.124135849528992367e+03,5.974587187586882919e+02
2.676149999999999807e+00,1.434999999999999887e-01,1.766850000000000032e+00,1.240949999999999998e+00,1.230000000000000017e-02,1.024100000000000010e+00,4.811266660731470801e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.158950290400223821e+03,6.389237306662907940e+02
2.698734240752565849e+00,1.373899178430759982e-01,1.746106168656039959e+00,1.256355603499424101e+00,1.087036218514600069e-02,9.787798191970172867e-01,4.667665947940419779e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.933716864742777034e+03,6.257675907690947952e+02
2.694843884978364024e+00,1.061549058135548979e-01,1.782806204334824951e+00,1.406371114883085971e+00,1.938854374348257959e-03,8.801071667558653111e-01,4.128513335383369731e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.465442250398658871e+03,5.965691975232834920e+02
