epoch,RMSE_P,RMSE_T,loss,mean_absolute_error,root_mean_squared_error,val_RMSE_P,val_RMSE_T,val_loss,val_mean_absolute_error,val_root_mean_squared_error
0,2461.93798828125,158.77635192871094,0.09839840978384018,0.22886791825294495,0.2865384817123413,2101.5458984375,111.45262145996094,0.05465174466371536,0.18545055389404297,0.23377712070941925
1,1835.609375,97.03228759765625,0.042781177908182144,0.16220660507678986,0.20683611929416656,1915.0689697265625,90.47425842285156,0.041120365262031555,0.1530855894088745,0.2027815729379654
2,1635.47021484375,80.8044662475586,0.03200318664312363,0.13954530656337738,0.17889434099197388,1746.35302734375,76.3839111328125,0.03227842599153519,0.13489145040512085,0.17966197431087494
3,1500.984375,71.60479736328125,0.026274424046278,0.12511159479618073,0.1620938777923584,1636.48681640625,68.22184753417969,0.02744949981570244,0.12319853156805038,0.16567891836166382
4,1394.7264404296875,65.80288696289062,0.022567667067050934,0.11452243477106094,0.15022538602352142,1551.2374267578125,63.41767120361328,0.024393711239099503,0.11559968441724777,0.1561848670244217
5,1333.135009765625,61.122657775878906,0.02013249695301056,0.10681838542222977,0.1418890357017517,1495.5980224609375,59.05095672607422,0.022249899804592133,0.10943863540887833,0.14916400611400604
6,1283.994140625,57.85520553588867,0.01827421970665455,0.1007874459028244,0.13518217206001282,1451.0814208984375,56.10163879394531,0.02070983313024044,0.1053754910826683,0.14390911161899567
7,1255.9725341796875,53.812400817871094,0.017048828303813934,0.0966930091381073,0.1305711567401886,1426.30517578125,53.59281921386719,0.019719138741493225,0.10225141048431396,0.14042484760284424
8,1235.165771484375,51.72429275512695,0.016146807000041008,0.09341178089380264,0.1270700842142105,1396.07568359375,51.835060119628906,0.018807243555784225,0.09877192229032516,0.13713949918746948
9,1216.4447021484375,50.044105529785156,0.015533148311078548,0.09149664640426636,0.12463205307722092,1391.3387451171875,50.55582809448242,0.0184708833694458,0.09761270880699158,0.1359076350927353
10,1215.5010986328125,48.4199104309082,0.015100386925041676,0.089081309735775,0.1228836253285408,1376.56689453125,49.64784240722656,0.018034879118204117,0.09616028517484665,0.13429400324821472
11,1204.635009765625,47.98354721069336,0.014847948215901852,0.08830713480710983,0.12185215950012207,1362.7890625,49.0646858215332,0.017671937122941017,0.09464988857507706,0.13293583691120148
12,1188.57763671875,46.919898986816406,0.014498190023005009,0.08659103512763977,0.12040843069553375,1355.9981689453125,48.49394989013672,0.017471877858042717,0.09426707029342651,0.13218122720718384
13,1188.978515625,46.64405059814453,0.01439045649021864,0.08652912080287933,0.1199602261185646,1352.28759765625,48.041927337646484,0.01729816570878029,0.09334362298250198,0.13152249157428741
14,1175.470458984375,45.50524139404297,0.014129632152616978,0.08491255342960358,0.1188681349158287,1344.94091796875,48.3409538269043,0.017209142446517944,0.09321305900812149,0.13118362426757812
15,1182.2774658203125,45.787864685058594,0.01401056069880724,0.08478730171918869,0.11836621165275574,1342.1484375,47.36158752441406,0.016994168981909752,0.09215201437473297,0.13036169111728668
16,1182.964599609375,45.43827819824219,0.013917841017246246,0.08432118594646454,0.11797390133142471,1343.97802734375,47.135189056396484,0.017018184065818787,0.09230443090200424,0.13045376539230347
17,1178.1895751953125,45.11492156982422,0.013862192630767822,0.08421594649553299,0.11773781478404999,1335.819580078125,46.74578094482422,0.01678403466939926,0.09062812477350235,0.1295531988143921
18,1175.921630859375,44.98606872558594,0.013717638328671455,0.08335205912590027,0.11712231487035751,1335.33740234375,46.766822814941406,0.016790710389614105,0.09150993824005127,0.12957897782325745
19,1164.0592041015625,44.759674072265625,0.013649565167725086,0.08310670405626297,0.11683135479688644,1330.2557373046875,46.72004699707031,0.016672540456056595,0.09062077850103378,0.12912219762802124
20,1168.22509765625,44.36667251586914,0.013567342422902584,0.08332724124193192,0.11647894233465195,1333.9595947265625,46.62712097167969,0.016734939068555832,0.09099755436182022,0.12936359643936157
21,1158.8768310546875,43.96146011352539,0.013436793349683285,0.08230593800544739,0.11591718345880508,1321.94384765625,46.29410171508789,0.0164561178535223,0.08979392796754837,0.1282813996076584
22,1155.5115966796875,43.98098373413086,0.013431434519588947,0.08242473006248474,0.11589407175779343,1324.263427734375,46.754051208496094,0.01657143048942089,0.09038063138723373,0.12873007357120514
23,1157.1634521484375,43.75010299682617,0.013389266096055508,0.08238678425550461,0.1157119944691658,1318.8778076171875,45.90406799316406,0.016355622559785843,0.08994167298078537,0.12788909673690796
24,1154.712158203125,44.11847686767578,0.013253611512482166,0.08191650360822678,0.11512432992458344,1327.416259765625,46.46621322631836,0.01661047153174877,0.09143805503845215,0.12888161838054657
25,1143.9769287109375,43.589080810546875,0.013263339176774025,0.0821009948849678,0.115166574716568,1333.65283203125,45.655399322509766,0.016586458310484886,0.09095097333192825,0.12878842651844025
26,1146.9710693359375,43.137481689453125,0.013144346885383129,0.08134904503822327,0.11464879661798477,1316.3270263671875,46.12564468383789,0.016320765018463135,0.08981975167989731,0.12775275111198425
27,1140.3505859375,43.119712829589844,0.013055488467216492,0.08133275806903839,0.11426061391830444,1318.0970458984375,46.018306732177734,0.01635606400668621,0.08980896323919296,0.12789082527160645
28,1145.8321533203125,42.69096374511719,0.013037221506237984,0.08084259182214737,0.11418065428733826,1319.2364501953125,45.52920913696289,0.01630004122853279,0.08980397135019302,0.12767161428928375
29,1143.5440673828125,42.76789474487305,0.0130469286814332,0.08124306797981262,0.11422315239906311,1326.2174072265625,45.46468734741211,0.016437426209449768,0.09059026092290878,0.12820853292942047
30,1151.2509765625,43.261253356933594,0.01309308223426342,0.08141645789146423,0.11442500352859497,1311.795166015625,45.48455810546875,0.016142191365361214,0.08915253728628159,0.1270519196987152
31,1136.08837890625,42.78077697753906,0.012930118478834629,0.08114474266767502,0.1137106791138649,1318.4337158203125,45.17782211303711,0.016210680827498436,0.08872174471616745,0.12732116878032684
32,1144.713134765625,42.88766098022461,0.01290873158723116,0.08063790202140808,0.11361659318208694,1313.93896484375,45.340476989746094,0.01616840250790119,0.08902940154075623,0.12715503573417664
33,1139.454345703125,42.79608917236328,0.012894460931420326,0.0804065689444542,0.11355377733707428,1331.4647216796875,45.366127014160156,0.01651535928249359,0.09108604490756989,0.12851209938526154
34,1135.574462890625,42.15827178955078,0.012809324078261852,0.08028889447450638,0.11317829042673111,1328.75439453125,45.227386474609375,0.016445808112621307,0.09059504419565201,0.12824121117591858
35,1131.607177734375,42.087154388427734,0.012765875086188316,0.08019331842660904,0.11298616975545883,1317.87744140625,44.96228790283203,0.016196006909012794,0.08872272819280624,0.12726354598999023
36,1144.5389404296875,42.317481994628906,0.012765050865709782,0.0802781954407692,0.11298252642154694,1320.8421630859375,45.257568359375,0.01631755754351616,0.08990512788295746,0.12774018943309784
37,1137.3270263671875,42.513206481933594,0.012752843089401722,0.08034239709377289,0.11292847990989685,1309.9013671875,45.30865478515625,0.01608673669397831,0.08856598287820816,0.1268334984779358
38,1130.859619140625,42.01248550415039,0.012706305831670761,0.07999978214502335,0.1127222552895546,1307.589599609375,44.92250061035156,0.01599178835749626,0.08851614594459534,0.12645864486694336
39,1129.568115234375,42.29918670654297,0.012626204639673233,0.0795748233795166,0.11236638575792313,1317.274169921875,45.09084701538086,0.016210688278079033,0.09003470093011856,0.12732121348381042
40,1127.21484375,41.71809387207031,0.012630253098905087,0.08004706352949142,0.11238439381122589,1307.0999755859375,45.10358810424805,0.01600792445242405,0.08876366168260574,0.12652242183685303
41,1128.833251953125,41.95720672607422,0.012602082453668118,0.0796569362282753,0.11225900053977966,1314.734375,44.88051223754883,0.01608787663280964,0.08818401396274567,0.12683798372745514
42,1134.0167236328125,42.079288482666016,0.012688884511590004,0.0799114853143692,0.11264495551586151,1308.4593505859375,45.177940368652344,0.016034230589866638,0.08842597901821136,0.12662634253501892
43,1126.572509765625,41.79500198364258,0.012539410963654518,0.07937122136354446,0.11197951436042786,1310.14453125,44.820899963378906,0.01603195257484913,0.08929702639579773,0.12661734223365784
44,1128.60009765625,41.87831497192383,0.012519016861915588,0.07919251918792725,0.11188840866088867,1305.777099609375,44.701778411865234,0.01593363843858242,0.08840680867433548,0.12622851133346558
45,1131.346923828125,42.247764587402344,0.012685923837125301,0.08004914969205856,0.11263180524110794,1311.3046875,44.81491470336914,0.016034895554184914,0.08837555348873138,0.12662896513938904
46,1140.5504150390625,42.16298294067383,0.01255267858505249,0.07965371757745743,0.1120387390255928,1302.8990478515625,45.00926208496094,0.015882117673754692,0.08824384957551956,0.1260242760181427
47,1122.238037109375,41.261329650878906,0.01246140617877245,0.07931743562221527,0.11163067072629929,1311.8726806640625,44.935916900634766,0.016083231195807457,0.08953560143709183,0.1268196851015091
48,1123.446533203125,41.12862777709961,0.012425023131072521,0.0788058340549469,0.11146758496761322,1304.87451171875,45.026126861572266,0.0159189160913229,0.08800659328699112,0.12617017328739166
49,1133.66357421875,41.452430725097656,0.01253997441381216,0.0797630250453949,0.11198202520608902,1307.17431640625,44.92826843261719,0.01599755324423313,0.08934441208839417,0.12648142874240875
50,1111.1861572265625,41.331207275390625,0.012340815737843513,0.07887271046638489,0.11108921468257904,1305.8848876953125,44.93688201904297,0.015931865200400352,0.08811252564191818,0.12622149288654327
51,1117.404052734375,41.12793731689453,0.01229946594685316,0.07855824381113052,0.11090295761823654,1299.6824951171875,44.60084533691406,0.015803692862391472,0.08797243982553482,0.12571275234222412
52,1120.4505615234375,41.1827278137207,0.012254074215888977,0.07866349816322327,0.11069811880588531,1304.17333984375,44.55879211425781,0.015870964154601097,0.08799330145120621,0.12598000466823578
53,1119.5279541015625,41.43992233276367,0.01220613345503807,0.07838965952396393,0.1104813739657402,1297.3525390625,44.57435989379883,0.01573212817311287,0.0879986509680748,0.12542778253555298
54,1122.6204833984375,41.16582107543945,0.012305215001106262,0.07874567061662674,0.11092887073755264,1296.4334716796875,44.914981842041016,0.015753915533423424,0.08819638937711716,0.12551459670066833
55,1121.9090576171875,40.81156539916992,0.012226480059325695,0.07895732671022415,0.1105734184384346,1298.8104248046875,44.471435546875,0.015753595158457756,0.08783908188343048,0.12551333010196686
56,1115.5985107421875,41.2926025390625,0.01213239785283804,0.07800105214118958,0.11014717072248459,1297.8558349609375,44.45824432373047,0.01572221890091896,0.08775646984577179,0.1253882795572281
57,1106.517822265625,40.98106384277344,0.01218009740114212,0.07846695184707642,0.11036347597837448,1299.6075439453125,44.614803314208984,0.015782902017235756,0.08789169788360596,0.12563002109527588
58,1115.53076171875,40.911075592041016,0.012118526734411716,0.07812277972698212,0.1100841835141182,1305.324951171875,44.518585205078125,0.0159040205180645,0.08876307308673859,0.12611114978790283
59,1110.7955322265625,40.881622314453125,0.012096206657588482,0.07843014597892761,0.10998275876045227,1317.3701171875,44.42328643798828,0.016107948496937752,0.0892878845334053,0.12691709399223328
60,1110.67529296875,41.217002868652344,0.012151867151260376,0.07831587642431259,0.11023550480604172,1295.2230224609375,44.475685119628906,0.015664299950003624,0.08734388649463654,0.12515710294246674
61,1119.766357421875,41.18581008911133,0.012187794782221317,0.07869572192430496,0.11039834469556808,1299.7088623046875,45.15545654296875,0.015890933573246002,0.0885908380150795,0.12605924904346466
62,1101.472900390625,41.004390716552734,0.012014458887279034,0.07746785134077072,0.10961049050092697,1298.2633056640625,44.8155632019043,0.015806743875145912,0.08856482058763504,0.12572486698627472
63,1125.4365234375,40.84095001220703,0.01225236989557743,0.07882153987884521,0.11069042980670929,1296.8746337890625,45.625648498535156,0.015862982720136642,0.08859900385141373,0.12594833970069885
64,1110.406982421875,40.31919479370117,0.012004476971924305,0.07777068018913269,0.10956494510173798,1295.3345947265625,44.64813995361328,0.01573270373046398,0.08830065280199051,0.12543007731437683
65,1099.496826171875,40.64902877807617,0.011967980302870274,0.07779676467180252,0.1093982681632042,1297.965576171875,44.34389114379883,0.015734316781163216,0.08806953579187393,0.12543649971485138
66,1100.55517578125,40.42518997192383,0.011949708685278893,0.07760421931743622,0.10931471735239029,1301.7288818359375,44.4443359375,0.0158187597990036,0.08801240473985672,0.1257726550102234
67,1097.3665771484375,40.52540969848633,0.011890006251633167,0.07718770205974579,0.10904130339622498,1297.33251953125,44.72181701660156,0.015734955668449402,0.0875537246465683,0.12543904781341553
68,1103.452880859375,40.30801010131836,0.01194159034639597,0.07737130671739578,0.10927758365869522,1302.3753662109375,45.037208557128906,0.015888268128037453,0.08786390721797943,0.12604866921901703
69,1102.3934326171875,40.35905838012695,0.01193415466696024,0.07744492590427399,0.10924355685710907,1298.9024658203125,44.41447448730469,0.015759218484163284,0.08783669024705887,0.1255357265472412
70,1093.61865234375,40.29561233520508,0.011859177611768246,0.07725148648023605,0.10889985412359238,1299.1131591796875,45.18449020385742,0.015855558216571808,0.08818551152944565,0.12591885030269623
71,1102.1483154296875,40.7553825378418,0.011861263774335384,0.07711934298276901,0.10890942811965942,1289.1927490234375,44.563716888427734,0.015595180913805962,0.08795184642076492,0.12488066405057907
72,1102.2979736328125,40.39951705932617,0.01186892669647932,0.07741469144821167,0.1089446097612381,1296.1160888671875,44.69583511352539,0.015728075057268143,0.08754263818264008,0.12541162967681885
73,1094.8712158203125,40.08478927612305,0.011792810633778572,0.07714617252349854,0.10859470814466476,1297.4937744140625,44.57411193847656,0.015749037265777588,0.08756918460130692,0.12549516558647156
74,1097.392333984375,40.49045181274414,0.011803432367742062,0.07697643339633942,0.10864359885454178,1294.8836669921875,44.54091262817383,0.01569375954568386,0.08785043656826019,0.12527473270893097
75,1096.291015625,40.46765899658203,0.011795824393630028,0.07728563994169235,0.10860858112573624,1288.32421875,44.69001770019531,0.015543396584689617,0.08728011697530746,0.12467315793037415
76,1101.707275390625,39.969608306884766,0.011837620288133621,0.07713822275400162,0.10880082845687866,1293.6280517578125,44.81726837158203,0.015697907656431198,0.08802269399166107,0.12529128789901733
77,1104.6455078125,40.08665466308594,0.01182706281542778,0.07731757313013077,0.1087523028254509,1297.427490234375,44.69514846801758,0.015754370018839836,0.08857738226652145,0.12551641464233398
78,1098.6640625,40.02880096435547,0.011719616129994392,0.07714788615703583,0.10825718194246292,1297.881591796875,45.00388717651367,0.015821967273950577,0.08817309886217117,0.12578541040420532
79,1096.072021484375,40.27430725097656,0.011766323819756508,0.07689990848302841,0.10847268998622894,1292.072509765625,44.48118209838867,0.015605521388351917,0.0871487483382225,0.12492205947637558
80,1091.79248046875,40.20654296875,0.011735793203115463,0.07704026997089386,0.10833186656236649,1295.034912109375,44.73403549194336,0.01573239080607891,0.08807465434074402,0.12542882561683655
81,1097.3292236328125,40.07602310180664,0.011760254390537739,0.07711843401193619,0.1084447056055069,1294.6326904296875,45.01033020019531,0.01571079157292843,0.08765412867069244,0.1253426969051361
82,1084.88525390625,39.85552978515625,0.011648466810584068,0.07643597573041916,0.107928067445755,1295.7515869140625,44.70170593261719,0.015747571364045143,0.08855587989091873,0.12548932433128357
83,1085.463623046875,40.01436996459961,0.011543217115104198,0.07649345695972443,0.10743936151266098,1291.6112060546875,45.40193176269531,0.01578448712825775,0.0886821299791336,0.12563632428646088
84,1091.0184326171875,40.02537536621094,0.011626124382019043,0.07656166702508926,0.10782450437545776,1290.27734375,44.58881378173828,0.015635397285223007,0.087796151638031,0.12504158914089203
85,1086.6734619140625,40.53527069091797,0.011665776371955872,0.07657793164253235,0.10800822079181671,1288.9908447265625,45.335060119628906,0.01570725627243519,0.08796439319849014,0.12532860040664673
86,1084.42236328125,39.755531311035156,0.011608841829001904,0.07626032829284668,0.10774433612823486,1295.0711669921875,44.59680938720703,0.015677625313401222,0.08747430145740509,0.12521032989025116
87,1083.7381591796875,39.322784423828125,0.011526906862854958,0.07623463124036789,0.10736343264579773,1293.0166015625,45.0992546081543,0.01573689468204975,0.08808581531047821,0.12544678151607513
88,1079.75927734375,39.924503326416016,0.011509052477777004,0.07638420164585114,0.10728025436401367,1300.1280517578125,44.559783935546875,0.01578301005065441,0.08747174590826035,0.1256304532289505
