epoch,RMSE_P,RMSE_T,loss,mean_absolute_error,mean_absolute_percentage_error,root_mean_squared_error,val_RMSE_P,val_RMSE_T,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error,val_root_mean_squared_error
0,2025.5325927734375,59.09474182128906,0.041438791900873184,0.1430070698261261,103060.5625,0.20356521010398865,1439.434814453125,27.168062210083008,0.016092736274003983,0.08559595793485641,56340.0390625,0.12685714662075043
1,1311.624755859375,21.679166793823242,0.01292615570127964,0.07183804363012314,38059.23828125,0.1136932522058487,1245.030517578125,20.145732879638672,0.011640386655926704,0.06917701661586761,11051.19140625,0.10789062827825546
2,1215.4813232421875,18.890256881713867,0.0109225083142519,0.06311248987913132,29333.212890625,0.10451080650091171,1177.3292236328125,18.0942440032959,0.010341034270823002,0.06012172996997833,14505.8857421875,0.1016908809542656
3,1174.8070068359375,17.988574981689453,0.010288110934197903,0.05990844592452049,28741.955078125,0.10143032670021057,1152.2591552734375,17.838098526000977,0.009932132437825203,0.05845662206411362,15035.7197265625,0.09966008365154266
4,1152.307373046875,17.415491104125977,0.009867215529084206,0.05784854292869568,28823.12109375,0.09933385998010635,1150.740966796875,16.805017471313477,0.009803935885429382,0.05656195804476738,20516.625,0.09901482611894608
5,1140.83544921875,16.964723587036133,0.00964466854929924,0.057103149592876434,29170.689453125,0.09820728003978729,1137.3565673828125,16.67400550842285,0.009567556902766228,0.0555078387260437,23519.919921875,0.09781389683485031
6,1127.718505859375,16.583784103393555,0.009382844902575016,0.055798523128032684,28843.4296875,0.09686508029699326,1099.6656494140625,16.455957412719727,0.009012583643198013,0.054348114877939224,17127.69140625,0.0949346274137497
7,1116.9224853515625,16.398616790771484,0.009243546985089779,0.05562184378504753,30275.82421875,0.09614336490631104,1098.8760986328125,16.257219314575195,0.009042157791554928,0.054514866322278976,15262.2880859375,0.09509026259183884
8,1099.2724609375,16.169496536254883,0.008960772305727005,0.05420278012752533,28049.75390625,0.09466135501861572,1094.8187255859375,16.278589248657227,0.008931313641369343,0.054510634392499924,19835.0,0.09450563043355942
9,1090.6036376953125,16.059783935546875,0.008769359439611435,0.0534433051943779,28857.759765625,0.09364485740661621,1115.4083251953125,16.265783309936523,0.009296737611293793,0.05875563994050026,19670.46875,0.09641958773136139
10,1078.8970947265625,15.990804672241211,0.0085753183811903,0.052823372185230255,27838.111328125,0.09260302037000656,1071.6729736328125,16.113309860229492,0.00858200155198574,0.05243467167019844,25879.615234375,0.09263909608125687
11,1063.179443359375,15.645122528076172,0.008360793814063072,0.051701366901397705,29518.833984375,0.09143737703561783,1054.7423095703125,15.372385025024414,0.00826737005263567,0.05054311826825142,23943.45703125,0.09092508256435394
12,1050.1826171875,15.518067359924316,0.008158638142049313,0.05098035931587219,28965.5234375,0.09032518416643143,1039.69970703125,15.838547706604004,0.008101771585643291,0.05091879144310951,10726.3994140625,0.09000983834266663
13,1036.7081298828125,15.21848201751709,0.00789487175643444,0.049792081117630005,29961.455078125,0.08885309100151062,1032.1002197265625,15.089399337768555,0.0079302117228508,0.049191735684871674,21167.33203125,0.0890517383813858
14,1027.2177734375,15.199270248413086,0.007803012151271105,0.04959442466497421,28415.5859375,0.08833465725183487,1039.6485595703125,15.56151008605957,0.00805676355957985,0.0513279065489769,15185.5810546875,0.0897594764828682
15,1018.93017578125,15.166101455688477,0.007695476524531841,0.049311328679323196,27537.96875,0.08772386610507965,1030.0556640625,15.247342109680176,0.007898020558059216,0.05050000175833702,16311.380859375,0.0888708159327507
16,1009.1915283203125,15.009610176086426,0.007553292438387871,0.04886959493160248,27628.681640625,0.08690968155860901,1012.2892456054688,15.081598281860352,0.007608334068208933,0.0479910634458065,21406.232421875,0.0872257649898529
17,1000.6318969726562,14.939605712890625,0.007392484229058027,0.04821920022368431,26580.609375,0.08597955852746964,1023.96728515625,14.91423225402832,0.0077755143865942955,0.05079517886042595,11390.0322265625,0.08817888051271439
18,992.6460571289062,14.806696891784668,0.007306801620870829,0.04767230153083801,27231.134765625,0.08547984063625336,1000.3347778320312,14.775237083435059,0.0074176061898469925,0.04799925163388252,16466.025390625,0.08612552285194397
19,980.6055908203125,14.790690422058105,0.007112929131835699,0.046934228390455246,25635.0546875,0.08433818072080612,1010.0323486328125,15.013853073120117,0.007582880090922117,0.04997677728533745,19767.791015625,0.0870797336101532
20,977.1544189453125,14.598067283630371,0.0070560830645263195,0.04676436632871628,25971.486328125,0.08400049805641174,1000.5853271484375,14.566067695617676,0.007426991127431393,0.0488528236746788,12305.44921875,0.08617999404668808
21,968.7945556640625,14.359895706176758,0.006932935677468777,0.04606118053197861,25006.982421875,0.08326425403356552,1023.0296020507812,14.569047927856445,0.007719398010522127,0.05208948254585266,17548.5625,0.0878601148724556
22,965.8959350585938,14.411800384521484,0.006921702995896339,0.04620504751801491,26312.1171875,0.08319678157567978,987.5728149414062,14.29246711730957,0.0072137461975216866,0.04803290590643883,11535.478515625,0.08493378013372421
23,954.5009765625,14.366765975952148,0.0067681497894227505,0.04558518901467323,25276.474609375,0.08226876705884933,972.6814575195312,14.435522079467773,0.007008726242929697,0.04694218933582306,17896.294921875,0.08371812850236893
24,948.205810546875,14.273585319519043,0.00667499890550971,0.045188795775175095,23145.412109375,0.08170066773891449,956.1939086914062,14.336431503295898,0.00680438382551074,0.04665399342775345,18326.173828125,0.08248868584632874
25,949.9508056640625,14.357991218566895,0.006690024398267269,0.045645665377378464,24571.1171875,0.08179257065057755,946.1815185546875,14.155415534973145,0.006642814725637436,0.04460739344358444,16240.66796875,0.08150346577167511
26,938.10986328125,14.203895568847656,0.006535905413329601,0.044438667595386505,25923.921875,0.080844946205616,962.861328125,14.227452278137207,0.006875753868371248,0.04730125889182091,14726.3935546875,0.08292016386985779
27,938.1405639648438,14.216409683227539,0.006501247175037861,0.04475545510649681,22983.318359375,0.08063030987977982,949.97119140625,14.100990295410156,0.006681954488158226,0.044823698699474335,13011.3271484375,0.08174322545528412
28,934.1260986328125,14.186806678771973,0.0064913006499409676,0.044475018978118896,23452.056640625,0.08056860417127609,939.7374267578125,13.846860885620117,0.0065615070052444935,0.04431235417723656,13382.9609375,0.08100312948226929
29,935.660400390625,14.240044593811035,0.0064839329570531845,0.04492107033729553,23928.498046875,0.08052287250757217,934.2033081054688,13.906990051269531,0.006490007974207401,0.044462695717811584,11782.73828125,0.0805605873465538
30,922.18994140625,13.948366165161133,0.00631054537370801,0.04366447031497955,22930.265625,0.0794389471411705,927.2678833007812,14.054208755493164,0.006396098993718624,0.045285385102033615,14432.0791015625,0.07997561991214752
31,920.1782836914062,13.951373100280762,0.006278581451624632,0.043568335473537445,22603.76953125,0.07923749834299088,922.4351806640625,13.705575942993164,0.0062666162848472595,0.04206647723913193,14759.130859375,0.07916195690631866
32,911.57568359375,13.841814994812012,0.006187099497765303,0.0432068407535553,24374.0703125,0.07865811884403229,907.2958984375,13.732491493225098,0.006121538113802671,0.043538205325603485,11824.75390625,0.07824026048183441
33,911.9215087890625,13.93370532989502,0.00617732759565115,0.04344708099961281,23331.775390625,0.07859597355127335,910.0552978515625,13.930978775024414,0.006157660856842995,0.043728120625019073,9423.2119140625,0.07847076654434204
34,908.9650268554688,13.777719497680664,0.006138394586741924,0.04301375150680542,23082.345703125,0.07834790647029877,925.2926635742188,14.016098022460938,0.0063341157510876656,0.04381426051259041,10973.24609375,0.07958716154098511
35,906.445556640625,13.990043640136719,0.0060783070512115955,0.04284238442778587,24429.498046875,0.07796350121498108,930.1510009765625,14.853772163391113,0.006434386130422354,0.04547089710831642,17811.482421875,0.08021462708711624
36,899.7762451171875,13.787193298339844,0.006017384584993124,0.0425700768828392,24022.16015625,0.077571801841259,896.3388061523438,14.090941429138184,0.0060162851586937904,0.042561307549476624,8964.1337890625,0.07756471633911133
37,894.6182861328125,13.604992866516113,0.005953758489340544,0.04225427657365799,22114.9140625,0.07716060429811478,897.5684814453125,13.843594551086426,0.005970591679215431,0.04170103743672371,13171.2890625,0.07726960629224777
38,896.0621337890625,13.635193824768066,0.005944796837866306,0.042211394757032394,24306.998046875,0.07710250467061996,900.7282104492188,14.016253471374512,0.006080141291022301,0.04307805374264717,8270.7001953125,0.07797525823116302
39,888.4902954101562,13.627113342285156,0.005893635097891092,0.042018305510282516,22765.466796875,0.07677001506090164,898.3863525390625,13.564264297485352,0.005996649619191885,0.041969362646341324,12293.5986328125,0.07743803411722183
