epoch,RMSE_P,RMSE_T,loss,mean_absolute_error,mean_absolute_percentage_error,root_mean_squared_error,val_RMSE_P,val_RMSE_T,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error,val_root_mean_squared_error
0,2094.664306640625,56.60908889770508,0.04251521825790405,0.14520269632339478,150301.46875,0.20619219541549683,1641.771240234375,23.962482452392578,0.019256265833973885,0.09268950670957565,71353.6640625,0.13876694440841675
1,1512.0693359375,21.297801971435547,0.01677834987640381,0.08298860490322113,46741.6640625,0.12953127920627594,1474.6138916015625,19.803049087524414,0.015471148304641247,0.07924869656562805,30890.05078125,0.12438306957483292
2,1417.47900390625,19.45734977722168,0.014695686288177967,0.07486322522163391,34344.05859375,0.1212257668375969,1386.2364501953125,18.528310775756836,0.013663343153893948,0.07099819928407669,20396.44140625,0.1168903037905693
3,1364.2532958984375,18.868497848510742,0.0136309415102005,0.07108213752508163,34712.82421875,0.11675162613391876,1346.1365966796875,18.444597244262695,0.01293544378131628,0.0692608430981636,18092.67578125,0.11373408883810043
4,1323.8780517578125,18.21200180053711,0.012827026657760143,0.06802044063806534,34539.4609375,0.11325646191835403,1309.7205810546875,17.717525482177734,0.012253743596374989,0.06629033386707306,24529.259765625,0.11069662868976593
5,1295.5286865234375,17.923480987548828,0.012288152240216732,0.06606534868478775,31493.47265625,0.11085193604230881,1283.4517822265625,17.652576446533203,0.011787822470068932,0.06487560272216797,30768.302734375,0.10857173800468445
6,1273.80615234375,17.668912887573242,0.011889513581991196,0.06467534601688385,30706.642578125,0.10903904587030411,1267.4564208984375,17.48984146118164,0.011545115150511265,0.06309564411640167,32590.44140625,0.10744820535182953
7,1259.167724609375,17.51730728149414,0.011623833328485489,0.06368014216423035,31219.9140625,0.10781387984752655,1249.0283203125,17.017812728881836,0.011163809336721897,0.062385477125644684,26409.509765625,0.10565892606973648
8,1244.6683349609375,17.289560317993164,0.011360623873770237,0.06263002008199692,31824.4296875,0.10658622533082962,1243.4244384765625,17.27644920349121,0.011140838265419006,0.06205729767680168,17725.26953125,0.10555017739534378
9,1242.3663330078125,17.235963821411133,0.011310533620417118,0.06271503865718842,31378.3046875,0.10635099560022354,1244.93603515625,17.221370697021484,0.011124622076749802,0.061537571251392365,33746.3671875,0.10547331720590591
10,1227.574951171875,17.05400848388672,0.011047421023249626,0.06145961210131645,28618.322265625,0.10510671138763428,1228.48974609375,16.834962844848633,0.010873306542634964,0.06052593141794205,29505.603515625,0.10427514463663101
11,1220.253173828125,16.929950714111328,0.010912666097283363,0.06106487289071083,27475.4609375,0.10446370393037796,1227.7894287109375,17.396760940551758,0.010878206230700016,0.06087089329957962,31093.712890625,0.10429863631725311
12,1211.2371826171875,16.9093017578125,0.01075322087854147,0.06065846607089043,26602.36328125,0.1036977469921112,1219.7734375,16.588598251342773,0.010658550076186657,0.05859360471367836,38727.609375,0.1032402515411377
13,1200.3629150390625,16.747392654418945,0.010566063225269318,0.05973067507147789,27448.12890625,0.10279135406017303,1225.1820068359375,16.647815704345703,0.010735050775110722,0.060748111456632614,23872.470703125,0.1036100909113884
14,1199.8629150390625,16.65285301208496,0.010553376749157906,0.06010178476572037,27909.0859375,0.10272962599992752,1213.33349609375,16.817825317382812,0.010600810870528221,0.06174733117222786,22094.1015625,0.10296023637056351
15,1196.1142578125,16.598514556884766,0.010485390201210976,0.05977533757686615,27679.326171875,0.10239819437265396,1189.058349609375,16.279300689697266,0.010121682658791542,0.05851954221725464,21310.84765625,0.10060657560825348
16,1183.5428466796875,16.44026756286621,0.01027577556669712,0.058884624391794205,27589.478515625,0.10136950016021729,1189.028564453125,16.555688858032227,0.010221130214631557,0.05893194302916527,33232.8984375,0.10109960287809372
17,1181.031494140625,16.400991439819336,0.010226883925497532,0.058859121054410934,28302.376953125,0.10112804919481277,1192.3177490234375,16.935129165649414,0.010193995200097561,0.057976849377155304,23196.328125,0.10096531361341476
18,1174.069580078125,16.319168090820312,0.010105504654347897,0.05845951288938522,29028.40234375,0.10052613914012909,1193.8887939453125,16.04961395263672,0.01022740826010704,0.059235937893390656,28676.208984375,0.1011306494474411
19,1164.512939453125,16.22606086730957,0.009944183751940727,0.0576406754553318,25746.181640625,0.0997205302119255,1217.1866455078125,16.719032287597656,0.010564827360212803,0.060356397181749344,17826.751953125,0.10278534144163132
20,1162.2744140625,16.176191329956055,0.009906789287924767,0.05753181502223015,27687.068359375,0.09953285753726959,1180.715576171875,16.22992515563965,0.010007111355662346,0.05716900900006294,24208.85546875,0.10003554821014404
21,1154.8681640625,16.146589279174805,0.009786182083189487,0.057253025472164154,28359.271484375,0.0989251360297203,1160.5103759765625,15.69729232788086,0.009692883118987083,0.05635973811149597,17328.6328125,0.09845244139432907
22,1154.9725341796875,16.181068420410156,0.009792917408049107,0.05748939886689186,28555.34765625,0.09895917028188705,1169.029296875,17.267608642578125,0.009889674372971058,0.05874314531683922,47734.92578125,0.0994468405842781
23,1141.0498046875,15.961922645568848,0.00955293234437704,0.05625314265489578,28872.763671875,0.09773910045623779,1149.76123046875,15.910332679748535,0.009508703835308552,0.05623073875904083,30837.189453125,0.09751258790493011
24,1134.2620849609375,15.919557571411133,0.009448111988604069,0.05597122386097908,26986.83984375,0.097201406955719,1151.7684326171875,16.034584045410156,0.00954278465360403,0.05638199299573898,22325.287109375,0.09768717736005783
