epoch,RMSE_T,loss,mean_absolute_error,root_mean_squared_error,val_RMSE_T,val_loss,val_mean_absolute_error,val_root_mean_squared_error
0,87.07323455810547,0.03307516872882843,0.12407101690769196,0.16674236953258514,50.235435485839844,0.01029167976230383,0.0771433562040329,0.10144791752099991
1,48.51408386230469,0.00976785458624363,0.06969910860061646,0.09883245825767517,41.035762786865234,0.006803856231272221,0.057834457606077194,0.08248548954725266
2,46.74619674682617,0.008892660029232502,0.06548094749450684,0.09430090337991714,40.885528564453125,0.006745631340891123,0.057216159999370575,0.08213179558515549
3,45.564884185791016,0.008502079173922539,0.06284516304731369,0.09220671653747559,41.12713623046875,0.0068298811092972755,0.059292566031217575,0.08264309167861938
4,46.0480842590332,0.00870796199887991,0.06424032151699066,0.0933164581656456,41.38882827758789,0.0069531165063381195,0.058689266443252563,0.08338534832000732
5,45.68972396850586,0.008593742735683918,0.06280513107776642,0.09270244091749191,40.58277130126953,0.006652431096881628,0.05672150105237961,0.08156243711709976
6,45.75782012939453,0.00847289152443409,0.06237132102251053,0.09204830974340439,41.20477294921875,0.00684377970173955,0.05930602177977562,0.08272714167833328
7,46.05842208862305,0.008586849085986614,0.06274431943893433,0.09266525506973267,40.35602951049805,0.006580742541700602,0.056610070168972015,0.0811217725276947
8,46.37301254272461,0.008678890764713287,0.06432171165943146,0.09316056221723557,41.58713912963867,0.0070082927122712135,0.0579555407166481,0.0837155431509018
9,45.80207824707031,0.00853894092142582,0.06291577219963074,0.09240639209747314,41.04509735107422,0.006806804332882166,0.057520974427461624,0.08250335603952408
10,45.93878936767578,0.008628004230558872,0.0636054128408432,0.09288705140352249,40.265602111816406,0.006521834526211023,0.05582926422357559,0.08075787872076035
11,44.77850341796875,0.008244406431913376,0.06154422461986542,0.09079871326684952,40.84492874145508,0.0067410534247756,0.05650505796074867,0.0821039155125618
12,44.76499557495117,0.00824113842099905,0.06103306636214256,0.09078071266412735,40.29755783081055,0.006548207253217697,0.05548648536205292,0.0809209942817688
13,44.98721694946289,0.008332096971571445,0.06184089556336403,0.09128031879663467,41.770416259765625,0.0070244441740214825,0.05985116586089134,0.08381195366382599
14,45.64445114135742,0.008619965985417366,0.06289420276880264,0.09284377098083496,40.43304443359375,0.006583740934729576,0.05549641698598862,0.08114025741815567
15,44.972808837890625,0.008319579064846039,0.06155693531036377,0.0912117287516594,40.736873626708984,0.0067015597596764565,0.05665195733308792,0.08186305314302444
16,45.258949279785156,0.00830130185931921,0.06123039498925209,0.09111148118972778,41.030662536621094,0.006799987517297268,0.05669550970196724,0.08246203511953354
17,45.30645751953125,0.008363603614270687,0.062338851392269135,0.09145274013280869,41.23847961425781,0.0068282769061625,0.058446772396564484,0.08263339102268219
18,45.06440353393555,0.008324947208166122,0.06174788251519203,0.09124115109443665,41.229103088378906,0.006830933038145304,0.05883672460913658,0.08264946192502975
19,45.58373260498047,0.008687684312462807,0.06304974853992462,0.09320774674415588,40.837886810302734,0.0067063928581774235,0.0563950277864933,0.08189257234334946
20,44.853553771972656,0.008273808285593987,0.06152394041419029,0.09096047282218933,40.350555419921875,0.0065454221330583096,0.05561034753918648,0.0809037834405899
21,44.574989318847656,0.008150310255587101,0.061035752296447754,0.09027906507253647,42.370452880859375,0.007213673088699579,0.060298506170511246,0.08493334800004959
22,44.93209457397461,0.00826078001409769,0.06114625185728073,0.09088883548974991,40.98261260986328,0.006761448923498392,0.05714952200651169,0.08222802728414536
23,44.657615661621094,0.008161208592355251,0.061316560953855515,0.09033940732479095,40.8674201965332,0.006741091143339872,0.05611928924918175,0.0821041464805603
24,44.6027717590332,0.008230780251324177,0.06097946688532829,0.09072364866733551,40.78894805908203,0.006682331208139658,0.05761120095849037,0.08174552768468857
25,44.45877456665039,0.008207405917346478,0.061503972858190536,0.09059473127126694,41.3843994140625,0.006903532892465591,0.056881390511989594,0.0830875039100647
26,44.843177795410156,0.008251809515058994,0.061175789684057236,0.09083946794271469,41.56767272949219,0.006933392956852913,0.05983007699251175,0.08326699584722519
27,44.67835998535156,0.008244526572525501,0.062243781983852386,0.09079937636852264,43.01797103881836,0.007465158589184284,0.06253394484519958,0.08640114963054657
28,45.25319290161133,0.008350062184035778,0.06246180459856987,0.09137867391109467,41.376548767089844,0.006895404774695635,0.05766429379582405,0.0830385759472847
29,44.55885696411133,0.008138230070471764,0.06106780096888542,0.0902121365070343,42.08421325683594,0.007105391006916761,0.05841038003563881,0.08429348468780518
30,45.24740982055664,0.008342420682311058,0.06218013912439346,0.09133685380220413,40.87893295288086,0.0067171393893659115,0.05640575662255287,0.08195815980434418
31,46.384803771972656,0.008714007213711739,0.0642257034778595,0.09334884583950043,41.59711837768555,0.006977458950132132,0.059175506234169006,0.08353118598461151
32,44.52321243286133,0.00812423974275589,0.060681480914354324,0.09013456106185913,40.87669372558594,0.006709135603159666,0.055975910276174545,0.08190930634737015
33,44.23779296875,0.008197606541216373,0.06120864301919937,0.09054063260555267,40.7393684387207,0.006649825256317854,0.05872005224227905,0.08154646307229996
34,44.42860412597656,0.008141783997416496,0.060857899487018585,0.09023183584213257,41.19649124145508,0.006824397016316652,0.05620400607585907,0.08260990679264069
35,44.15944290161133,0.008251042105257511,0.06169455125927925,0.09083524346351624,40.89322280883789,0.006737140007317066,0.056455813348293304,0.08208008110523224
36,44.97132873535156,0.00825135875493288,0.0617179311811924,0.09083698689937592,40.887454986572266,0.00670819403603673,0.05790277197957039,0.08190356194972992
37,44.6373291015625,0.008134997449815273,0.06124613434076309,0.0901942178606987,41.0306510925293,0.006769602186977863,0.056751757860183716,0.08227758854627609
38,44.46484375,0.008158703334629536,0.06141498684883118,0.09032554179430008,40.886863708496094,0.006726311985403299,0.057228341698646545,0.08201409876346588
39,44.173011779785156,0.008102287538349628,0.060742396861314774,0.09001270681619644,40.37344741821289,0.0065474440343678,0.055514413863420486,0.08091627806425095
40,44.678009033203125,0.008205585181713104,0.06088844686746597,0.09058468788862228,40.14647674560547,0.006474137771874666,0.0557117685675621,0.0804620236158371
41,44.16213607788086,0.008041845634579659,0.060235824435949326,0.08967633545398712,40.90237045288086,0.00671454519033432,0.05604603886604309,0.08194232732057571
42,44.6202392578125,0.008164830505847931,0.06088970601558685,0.09035944938659668,40.523067474365234,0.0065847886726260185,0.056125517934560776,0.0811467096209526
43,45.371826171875,0.008267924189567566,0.06170719489455223,0.09092812985181808,41.66094970703125,0.006967122200876474,0.05991081893444061,0.08346928656101227
44,45.508296966552734,0.008502379059791565,0.06325539201498032,0.09220834076404572,40.73717498779297,0.006653113290667534,0.05762424319982529,0.08156661689281464
45,46.121524810791016,0.008608480915427208,0.06402288377285004,0.0927819013595581,40.8355712890625,0.006716940086334944,0.05596859008073807,0.08195693790912628
46,44.588348388671875,0.008113643154501915,0.06078416854143143,0.0900757685303688,40.631351470947266,0.0066304816864430904,0.05607961490750313,0.08142776787281036
47,44.956024169921875,0.00815079640597105,0.061372436583042145,0.09028176218271255,42.98515319824219,0.007398238405585289,0.06179584190249443,0.08601301163434982
