epoch,RMSE_T,loss,mean_absolute_error,root_mean_squared_error,val_RMSE_T,val_loss,val_mean_absolute_error,val_root_mean_squared_error
0,125.19158935546875,0.06528553366661072,0.1737038642168045,0.2315039187669754,90.14657592773438,0.032988257706165314,0.1400977224111557,0.18162669241428375
1,76.67679595947266,0.024296283721923828,0.12029269337654114,0.1558726578950882,57.32360076904297,0.013365531340241432,0.08850283175706863,0.11560939252376556
2,55.77436065673828,0.012733587063848972,0.08324239403009415,0.11284319311380386,45.72393798828125,0.008450756780803204,0.06861969828605652,0.09192799776792526
3,49.469146728515625,0.00998128205537796,0.07027235627174377,0.09990637004375458,43.209842681884766,0.007560525555163622,0.06296823918819427,0.08695128560066223
4,47.532379150390625,0.00923716276884079,0.06623829156160355,0.09611015766859055,42.51741027832031,0.0073140766471624374,0.06094739958643913,0.0855223760008812
5,46.5994873046875,0.008964733220636845,0.06505380570888519,0.09468227624893188,42.3294563293457,0.007258126512169838,0.05915246903896332,0.08519463986158371
6,46.34980010986328,0.00880065094679594,0.06401357054710388,0.09381178766489029,42.14576721191406,0.007167429197579622,0.06067924201488495,0.08466067165136337
7,46.631431579589844,0.008772272616624832,0.06393551826477051,0.09366041421890259,41.97057342529297,0.007115901447832584,0.058608874678611755,0.08435580134391785
8,45.84178924560547,0.008606846444308758,0.06369104981422424,0.09277309477329254,41.84598922729492,0.007058477960526943,0.060373879969120026,0.08401475101709366
9,45.82000732421875,0.00865932647138834,0.06377684324979782,0.09305550158023834,41.76752853393555,0.007034252397716045,0.0600600428879261,0.08387044817209244
10,45.942047119140625,0.008650622330605984,0.06388169527053833,0.09300871938467026,41.92997360229492,0.007078142371028662,0.05965184047818184,0.08413169533014297
11,46.20701217651367,0.008811896666884422,0.0648639127612114,0.09387170523405075,41.997352600097656,0.007124157622456551,0.05992592126131058,0.08440472185611725
12,46.245361328125,0.00860636681318283,0.06339816004037857,0.09277050942182541,41.49786376953125,0.0069512855261564255,0.058270107954740524,0.08337436616420746
13,45.55729293823242,0.008604646660387516,0.06326285749673843,0.09276123344898224,41.59632873535156,0.006999909412115812,0.05833873897790909,0.08366546034812927
14,45.97681427001953,0.00857013463973999,0.06328985840082169,0.09257502108812332,41.70469284057617,0.007035594433546066,0.05975348874926567,0.08387845009565353
15,45.67194747924805,0.008567153476178646,0.06338486820459366,0.09255892038345337,41.51887893676758,0.006953958421945572,0.059734199196100235,0.08339039981365204
16,45.40643310546875,0.008505355566740036,0.06323613226413727,0.09222448617219925,41.36947250366211,0.0069108386524021626,0.059029728174209595,0.08313145488500595
17,45.36098861694336,0.008581053465604782,0.0635797455906868,0.09263397753238678,41.04702377319336,0.006796944420784712,0.057811036705970764,0.08244358003139496
18,46.1934928894043,0.008664185181260109,0.06428445130586624,0.09308160841464996,41.164608001708984,0.0068411980755627155,0.057493776082992554,0.08271153271198273
19,45.850772857666016,0.008576102554798126,0.06377345323562622,0.09260725229978561,42.18876647949219,0.007199495565146208,0.06004980951547623,0.08484984189271927
20,45.79669952392578,0.008592892438173294,0.0640239417552948,0.0926978588104248,41.20905685424805,0.0068426309153437614,0.058819662779569626,0.08272019773721695
21,45.69715881347656,0.008530857041478157,0.0643288642168045,0.09236264228820801,42.40483474731445,0.007241139654070139,0.06224851310253143,0.0850948840379715
22,45.75982666015625,0.008526032790541649,0.06379596143960953,0.09233652055263519,40.91609573364258,0.006761363707482815,0.05723590403795242,0.08222751319408417
23,45.43572998046875,0.00846374873071909,0.06289655715227127,0.0919986367225647,41.52641296386719,0.006983018014580011,0.0582597553730011,0.08356444537639618
24,46.10722732543945,0.008616344071924686,0.06393729150295258,0.09282426536083221,41.121219635009766,0.006829910445958376,0.05748995393514633,0.08264327049255371
25,45.51456069946289,0.008454930037260056,0.06331420689821243,0.09195069223642349,41.2493782043457,0.006887160241603851,0.05758801847696304,0.0829889178276062
26,45.819618225097656,0.008432770147919655,0.06300679594278336,0.09183011204004288,41.21718215942383,0.006855802144855261,0.05787163972854614,0.0827997699379921
27,45.397682189941406,0.008386878296732903,0.06240960583090782,0.09157989919185638,40.99447250366211,0.006785293575376272,0.05740814656019211,0.08237289637327194
28,44.96455383300781,0.00833441037684679,0.062155913561582565,0.09129299223423004,41.08609390258789,0.006818109191954136,0.05758395418524742,0.082571841776371
29,45.37675476074219,0.00846566166728735,0.06277550011873245,0.0920090302824974,41.24916458129883,0.006866745185106993,0.058262620121240616,0.08286582678556442
30,45.15483856201172,0.00853599701076746,0.06391191482543945,0.09239046275615692,41.44954299926758,0.006933142896741629,0.05828097462654114,0.08326549828052521
31,45.27653121948242,0.008411324582993984,0.06303240358829498,0.09171327203512192,41.5833625793457,0.006991516798734665,0.05817348137497902,0.08361528813838959
32,45.110591888427734,0.008380189538002014,0.062084708362817764,0.09154337644577026,40.87077331542969,0.00674858596175909,0.05707159638404846,0.08214978128671646
33,45.120697021484375,0.008383735083043575,0.06253693997859955,0.09156274050474167,41.161495208740234,0.0068491981364786625,0.05771615356206894,0.08275987952947617
34,45.331817626953125,0.008475851267576218,0.06325916200876236,0.09206438809633255,41.16337203979492,0.006850370671600103,0.05782483518123627,0.08276697248220444
35,45.32856750488281,0.008333640173077583,0.06200050562620163,0.09128877520561218,41.05739974975586,0.006805802695453167,0.05755062401294708,0.08249729126691818
