epoch,RMSE_T,loss,mean_absolute_error,root_mean_squared_error,val_RMSE_T,val_loss,val_mean_absolute_error,val_root_mean_squared_error
0,183.41026306152344,0.14342863857746124,0.2765122950077057,0.3787197470664978,194.79727172851562,0.15439903736114502,0.2622867226600647,0.39293643832206726
1,135.70211791992188,0.07726813107728958,0.20000921189785004,0.27797144651412964,150.23123168945312,0.09149019420146942,0.21359550952911377,0.3024734556674957
2,109.1815185546875,0.04972628504037857,0.16657768189907074,0.22299392521381378,119.84418487548828,0.058037471026182175,0.17416177690029144,0.24090968072414398
3,89.1881103515625,0.03259725123643875,0.13714464008808136,0.1805470883846283,96.8758773803711,0.03787396848201752,0.1414063423871994,0.19461235404014587
4,72.17056274414062,0.021648462861776352,0.11122075468301773,0.14713416993618011,80.08472442626953,0.025724686682224274,0.11723645776510239,0.16038917005062103
5,61.85743713378906,0.015647798776626587,0.09401393681764603,0.12509116530418396,69.50370788574219,0.019245104864239693,0.10192490369081497,0.13872672617435455
6,55.01051330566406,0.012416643090546131,0.08331432193517685,0.11142998933792114,62.07274627685547,0.015313972719013691,0.09094007313251495,0.12374964356422424
7,50.858253479003906,0.01055638212710619,0.07560756057500839,0.10274425894021988,58.12181091308594,0.013403043150901794,0.08354324847459793,0.11577150970697403
8,48.43893051147461,0.009562462568283081,0.07151921093463898,0.09778784215450287,55.15925598144531,0.012110261246562004,0.0784505233168602,0.1100466325879097
9,46.61817169189453,0.008931631222367287,0.06807275116443634,0.09450730681419373,52.97659683227539,0.011199865490198135,0.0748116746544838,0.10582941770553589
10,46.088600158691406,0.008570879697799683,0.06600983440876007,0.09257904440164566,51.659751892089844,0.010677888058125973,0.0723138153553009,0.10333386808633804
11,45.103187561035156,0.00837535597383976,0.06482785940170288,0.09151697158813477,50.93803024291992,0.010400854982435703,0.07088511437177658,0.10198458284139633
12,44.65503692626953,0.008237477391958237,0.06367036700248718,0.09076055139303207,50.461036682128906,0.01022722665220499,0.0697123184800148,0.10112974792718887
13,44.686588287353516,0.008201478980481625,0.06337940692901611,0.09056201577186584,50.08284378051758,0.01008001621812582,0.06909201294183731,0.10039928555488586
14,44.086185455322266,0.008123398758471012,0.06294647604227066,0.09012989699840546,50.224979400634766,0.010105887427926064,0.0687279999256134,0.1005280464887619
15,44.89084243774414,0.008080363273620605,0.06289514154195786,0.08989083766937256,49.76565170288086,0.009965497069060802,0.06822002679109573,0.09982733428478241
16,44.7789192199707,0.008111795410513878,0.06286778301000595,0.09006550908088684,49.862548828125,0.00997431855648756,0.0682382583618164,0.09987150877714157
17,44.20772933959961,0.00807989202439785,0.06271851062774658,0.08988822251558304,49.80854797363281,0.009959045797586441,0.06797897815704346,0.09979502111673355
18,44.63722610473633,0.008086804300546646,0.06262832134962082,0.08992666006088257,49.79270935058594,0.009951554238796234,0.06790237128734589,0.09975747764110565
19,44.52609634399414,0.008050926961004734,0.06248252093791962,0.08972695469856262,49.991188049316406,0.010017608292400837,0.06828876584768295,0.10008800029754639
20,44.250675201416016,0.008024468086659908,0.062428392469882965,0.08957939594984055,49.24686050415039,0.009780027903616428,0.06750183552503586,0.09889402240514755
21,44.35664749145508,0.008042690344154835,0.06229041889309883,0.08968104422092438,49.74546813964844,0.009929482825100422,0.0678834319114685,0.09964679181575775
22,44.75253677368164,0.008030080236494541,0.06242908537387848,0.08961071819067001,49.58059310913086,0.009871754795312881,0.06756629049777985,0.09935670346021652
23,44.391483306884766,0.008019998669624329,0.06252826005220413,0.08955444395542145,49.33675765991211,0.009839779697358608,0.0677032545208931,0.09919566661119461
24,44.703163146972656,0.008041700348258018,0.06250447779893875,0.08967553079128265,49.23781204223633,0.009786437265574932,0.06740440428256989,0.09892642498016357
25,44.336788177490234,0.008040797896683216,0.06233581155538559,0.08967049419879913,49.309207916259766,0.009809949435293674,0.06727219372987747,0.09904518723487854
26,44.10912322998047,0.00801046658307314,0.06200094521045685,0.08950120955705643,49.465328216552734,0.009829179383814335,0.06742309778928757,0.09914221614599228
